suite,case_id,status,detail
memory,engine_skip_1048575,NotApplicable,"full 1GiB-class engine derive skipped (time/host)"
memory,cfg_1048576,Pass,"config accepted"
memory,api_admit_1048576,Pass,"host ResourcePolicy rejects >128 MiB"
memory,engine_skip_1048576,NotApplicable,"full 1GiB-class engine derive skipped (time/host)"
memory,cfg_0,Pass,"invalid rejected"
memory,cfg_1023,Pass,"invalid rejected"
memory,cfg_18446744073709551615,Pass,"invalid rejected"
memory,align_exact_64blocks,Pass,"rejected"
memory,min_mem_block32,Pass,"accepted"
memory,block_gt_memory,Pass,"rejected"
memory,block_15,Pass,"rejected"
memory,block_16,Pass,"accepted"
memory,block_17,Pass,"rejected"
block_size,min_16,Pass,"accepted"
block_size,min_16_derive,Pass,"ref match"
block_size,min_minus_1,Pass,"rejected cleanly"
block_size,min_plus_1,Pass,"rejected cleanly"
block_size,pow2_32,Pass,"accepted"
block_size,pow2_32_derive,Pass,"ref match"
block_size,pow2_64,Pass,"accepted"
block_size,pow2_64_derive,Pass,"ref match"
block_size,pow2_128,Pass,"rejected cleanly"
block_size,pow2_256,Pass,"rejected cleanly"
block_size,pow2_512,Pass,"rejected cleanly"
block_size,pow2_1024,Pass,"rejected cleanly"
block_size,non_pow2_48,Pass,"rejected cleanly"
block_size,huge_8m,Pass,"rejected cleanly"
block_size,zero,Pass,"rejected cleanly"
fan_in,min_2,Pass,"accepted"
fan_in,min_2_dig,Pass,"ref"
fan_in,min_minus_1,Pass,"rejected"
fan_in,min_plus_1,Pass,"accepted"
fan_in,min_plus_1_dig,Pass,"ref"
fan_in,max_8,Pass,"accepted"
fan_in,max_8_dig,Pass,"ref"
fan_in,max_plus_1,Pass,"rejected"
fan_in,zero,Pass,"rejected"
fan_in,huge,Pass,"rejected"
graph,reduced-critical-path_ref,NotApplicable,"reference Derive covers CombinedFrontier only"
graph,reduced-critical-path,Pass,"verify=true tag_ok=true det=true"
graph,cache-locality_ref,NotApplicable,"reference Derive covers CombinedFrontier only"
graph,cache-locality,Pass,"verify=true tag_ok=true det=true"
graph,combined-frontier,Pass,"verify=true tag_ok=true det=true ref=true"
graph,bad_tag_0,Pass,"invalid tag rejected"
graph,parse_bad_g_0,Pass,"err"
graph,bad_tag_4,Pass,"invalid tag rejected"
graph,parse_bad_g_4,Pass,"err"
graph,bad_tag_99,Pass,"invalid tag rejected"
graph,parse_bad_g_99,Pass,"err"
graph,bad_tag_4294967295,Pass,"invalid tag rejected"
graph,parse_bad_g_4294967295,Pass,"err"
output_length,min_8,Pass,"hex_len=16"
output_length,min_plus_1,Pass,"hex_len=18"
output_length,normal_32,Pass,"hex_len=64"
output_length,max_minus_1,Pass,"hex_len=254"
output_length,max_128,Pass,"hex_len=256"
output_length,zero,Pass,"rejected"
output_length,seven,Pass,"rejected"
output_length,129,Pass,"rejected"
output_length,huge,Pass,"rejected"
small_graph,nodes_1,Pass,"rejected (invalid mem or <64 blocks path)"
small_graph,nodes_1_exhaustive,NotApplicable,"production forbids <64 blocks; reference assert also requires ≥64"
small_graph,nodes_2,Pass,"rejected (invalid mem or <64 blocks path)"
small_graph,nodes_2_exhaustive,NotApplicable,"production forbids <64 blocks; reference assert also requires ≥64"
small_graph,nodes_3,Pass,"rejected (invalid mem or <64 blocks path)"
small_graph,nodes_3_exhaustive,NotApplicable,"production forbids <64 blocks; reference assert also requires ≥64"
small_graph,nodes_4,Pass,"rejected (invalid mem or <64 blocks path)"
small_graph,nodes_4_exhaustive,NotApplicable,"production forbids <64 blocks; reference assert also requires ≥64"
small_graph,nodes_5,Pass,"rejected (invalid mem or <64 blocks path)"
small_graph,nodes_5_exhaustive,NotApplicable,"production forbids <64 blocks; reference assert also requires ≥64"
small_graph,nodes_6,Pass,"rejected (invalid mem or <64 blocks path)"
small_graph,nodes_6_exhaustive,NotApplicable,"production forbids <64 blocks; reference assert also requires ≥64"
small_graph,nodes_7,Pass,"rejected (invalid mem or <64 blocks path)"
small_graph,nodes_7_exhaustive,NotApplicable,"production forbids <64 blocks; reference assert also requires ≥64"
small_graph,nodes_8,Pass,"rejected (invalid mem or <64 blocks path)"
small_graph,nodes_8_exhaustive,NotApplicable,"production forbids <64 blocks; reference assert also requires ≥64"
small_graph,nodes_16,Pass,"rejected (invalid mem or <64 blocks path)"
small_graph,nodes_16_exhaustive,NotApplicable,"production forbids <64 blocks; reference assert also requires ≥64"
small_graph,nodes_32,Pass,"rejected (invalid mem or <64 blocks path)"
small_graph,nodes_32_exhaustive,NotApplicable,"production forbids <64 blocks; reference assert also requires ≥64"
small_graph,nodes_min_legal_graph,Pass,"blocks=16384"
