suite,case_id,status,detail
hash_verify,kat_2_boundary-1mib-empty-password,Pass,"digest_match=true verify=true"
hash_verify,kat_3_boundary-1mib-null-bytes-password,Pass,"digest_match=true verify=true"
hash_verify,kat_4_boundary-1mib-long-password,Pass,"digest_match=true verify=true"
hash_verify,kat_5_boundary-1mib-fan2-salt32,Pass,"digest_match=true verify=true"
hash_verify,kat_6_boundary-1mib-fan4-salt8,Pass,"digest_match=true verify=true"
hash_verify,kat_7_small-1mib-intermediates-a,Pass,"digest_match=true verify=true"
hash_verify,kat_8_small-1mib-intermediates-b,Pass,"digest_match=true verify=true"
hash_verify,kat_9_default-16mib-pwd1,Pass,"digest_match=true verify=true"
hash_verify,kat_10_default-16mib-pwd2,Pass,"digest_match=true verify=true"
hash_verify,kat_11_default-16mib-pwd3,Pass,"digest_match=true verify=true"
salt,len_8_zero,Pass,"verify=true ref_match=true"
salt,len_8_ff,Pass,"verify=true ref_match=true"
salt,len_8_repeat_a5,Pass,"verify=true ref_match=true"
salt,len_8_random,Pass,"random salt"
salt,len_9_zero,Pass,"verify=true ref_match=true"
salt,len_9_ff,Pass,"verify=true ref_match=true"
salt,len_9_repeat_a5,Pass,"verify=true ref_match=true"
salt,len_9_random,Pass,"random salt"
salt,len_15_zero,Pass,"verify=true ref_match=true"
salt,len_15_ff,Pass,"verify=true ref_match=true"
salt,len_15_repeat_a5,Pass,"verify=true ref_match=true"
salt,len_15_random,Pass,"random salt"
salt,len_16_zero,Pass,"verify=true ref_match=true"
salt,len_16_ff,Pass,"verify=true ref_match=true"
salt,len_16_repeat_a5,Pass,"verify=true ref_match=true"
salt,len_16_random,Pass,"random salt"
salt,len_17_zero,Pass,"verify=true ref_match=true"
salt,len_17_ff,Pass,"verify=true ref_match=true"
salt,len_17_repeat_a5,Pass,"verify=true ref_match=true"
salt,len_17_random,Pass,"random salt"
salt,len_31_zero,Pass,"verify=true ref_match=true"
salt,len_31_ff,Pass,"verify=true ref_match=true"
salt,len_31_repeat_a5,Pass,"verify=true ref_match=true"
salt,len_31_random,Pass,"random salt"
salt,len_32_zero,Pass,"verify=true ref_match=true"
salt,len_32_ff,Pass,"verify=true ref_match=true"
salt,len_32_repeat_a5,Pass,"verify=true ref_match=true"
salt,len_32_random,Pass,"random salt"
salt,len_33_zero,Pass,"verify=true ref_match=true"
salt,len_33_ff,Pass,"verify=true ref_match=true"
salt,len_33_repeat_a5,Pass,"verify=true ref_match=true"
salt,len_33_random,Pass,"random salt"
salt,len_63_zero,Pass,"verify=true ref_match=true"
salt,len_63_ff,Pass,"verify=true ref_match=true"
salt,len_63_repeat_a5,Pass,"verify=true ref_match=true"
salt,len_63_random,Pass,"random salt"
salt,len_64_zero,Pass,"verify=true ref_match=true"
salt,len_64_ff,Pass,"verify=true ref_match=true"
salt,len_64_repeat_a5,Pass,"verify=true ref_match=true"
salt,len_64_random,Pass,"random salt"
salt,len_65_zero,Pass,"verify=true ref_match=true"
salt,len_65_ff,Pass,"verify=true ref_match=true"
salt,len_65_repeat_a5,Pass,"verify=true ref_match=true"
salt,len_65_random,Pass,"random salt"
salt,len_127_zero,Pass,"verify=true ref_match=true"
salt,len_127_ff,Pass,"verify=true ref_match=true"
salt,len_127_repeat_a5,Pass,"verify=true ref_match=true"
salt,len_127_random,Pass,"random salt"
salt,len_128_zero,Pass,"verify=true ref_match=true"
salt,len_128_ff,Pass,"verify=true ref_match=true"
salt,len_128_repeat_a5,Pass,"verify=true ref_match=true"
salt,len_128_random,Pass,"random salt"
salt,len_129_zero,Pass,"verify=true ref_match=true"
salt,len_129_ff,Pass,"verify=true ref_match=true"
salt,len_129_repeat_a5,Pass,"verify=true ref_match=true"
salt,len_129_random,Pass,"random salt"
salt,len_255_zero,Pass,"verify=true ref_match=true"
salt,len_255_ff,Pass,"verify=true ref_match=true"
salt,len_255_repeat_a5,Pass,"verify=true ref_match=true"
salt,len_255_random,Pass,"random salt"
salt,len_256_zero,Pass,"verify=true ref_match=true"
salt,len_256_ff,Pass,"verify=true ref_match=true"
salt,len_256_repeat_a5,Pass,"verify=true ref_match=true"
salt,len_256_random,Pass,"random salt"
salt,truncated_salt,Pass,"clean error"
salt,oversized_salt_hex,Pass,"clean error"
salt,wrong_declared_len,Pass,"clean error"
salt,invalid_salt_hex,Pass,"clean error"
memory,cfg_1024,Pass,"config accepted"
memory,derive_1024,Pass,"ref_match=true verify=true"
memory,cfg_1025,Pass,"config accepted"
memory,derive_1025,Pass,"ref_match=true verify=true"
memory,cfg_16384,Pass,"config accepted"
memory,derive_16384,Pass,"ref_match=true verify=true"
memory,cfg_24576,Pass,"config accepted"
memory,api_24576,Pass,"api verify (engine↔ref covered at ≤16MiB)"
memory,engine_ref_24576,NotApplicable,"skipped full 24/32 MiB engine↔ref walk (time); see ≤16 MiB"
memory,cfg_32768,Pass,"config accepted"
memory,api_32768,Pass,"api verify (engine↔ref covered at ≤16MiB)"
memory,engine_ref_32768,NotApplicable,"skipped full 24/32 MiB engine↔ref walk (time); see ≤16 MiB"
memory,cfg_1048575,Pass,"config accepted"
memory,api_admit_1048575,Pass,"host ResourcePolicy rejects >128 MiB"
memory,engine_skip_1048575,NotApplicable,"full 1GiB-class engine derive skipped (time/host)"
memory,cfg_1048576,Pass,"config accepted"
memory,api_admit_1048576,Pass,"host ResourcePolicy rejects >128 MiB"
memory,engine_skip_1048576,NotApplicable,"full 1GiB-class engine derive skipped (time/host)"
memory,cfg_0,Pass,"invalid rejected"
memory,cfg_1023,Pass,"invalid rejected"
memory,cfg_18446744073709551615,Pass,"invalid rejected"
memory,align_exact_64blocks,Pass,"rejected"
memory,min_mem_block32,Pass,"accepted"
memory,block_gt_memory,Pass,"rejected"
memory,block_15,Pass,"rejected"
memory,block_16,Pass,"accepted"
memory,block_17,Pass,"rejected"
block_size,min_16,Pass,"accepted"
block_size,min_16_derive,Pass,"ref match"
block_size,min_minus_1,Pass,"rejected cleanly"
block_size,min_plus_1,Pass,"rejected cleanly"
block_size,pow2_32,Pass,"accepted"
block_size,pow2_32_derive,Pass,"ref match"
block_size,pow2_64,Pass,"accepted"
block_size,pow2_64_derive,Pass,"ref match"
block_size,pow2_128,Pass,"rejected cleanly"
block_size,pow2_256,Pass,"rejected cleanly"
block_size,pow2_512,Pass,"rejected cleanly"
block_size,pow2_1024,Pass,"rejected cleanly"
block_size,non_pow2_48,Pass,"rejected cleanly"
block_size,huge_8m,Pass,"rejected cleanly"
block_size,zero,Pass,"rejected cleanly"
fan_in,min_2,Pass,"accepted"
fan_in,min_2_dig,Pass,"ref"
fan_in,min_minus_1,Pass,"rejected"
fan_in,min_plus_1,Pass,"accepted"
fan_in,min_plus_1_dig,Pass,"ref"
fan_in,max_8,Pass,"accepted"
fan_in,max_8_dig,Pass,"ref"
fan_in,max_plus_1,Pass,"rejected"
fan_in,zero,Pass,"rejected"
fan_in,huge,Pass,"rejected"
graph,reduced-critical-path_ref,NotApplicable,"reference Derive covers CombinedFrontier only"
graph,reduced-critical-path,Pass,"verify=true tag_ok=true det=true"
graph,cache-locality_ref,NotApplicable,"reference Derive covers CombinedFrontier only"
graph,cache-locality,Pass,"verify=true tag_ok=true det=true"
graph,combined-frontier,Pass,"verify=true tag_ok=true det=true ref=true"
graph,bad_tag_0,Pass,"invalid tag rejected"
graph,parse_bad_g_0,Pass,"err"
graph,bad_tag_4,Pass,"invalid tag rejected"
graph,parse_bad_g_4,Pass,"err"
graph,bad_tag_99,Pass,"invalid tag rejected"
graph,parse_bad_g_99,Pass,"err"
graph,bad_tag_4294967295,Pass,"invalid tag rejected"
graph,parse_bad_g_4294967295,Pass,"err"
output_length,min_8,Pass,"hex_len=16"
output_length,min_plus_1,Pass,"hex_len=18"
output_length,normal_32,Pass,"hex_len=64"
output_length,max_minus_1,Pass,"hex_len=254"
output_length,max_128,Pass,"hex_len=256"
output_length,zero,Pass,"rejected"
output_length,seven,Pass,"rejected"
output_length,129,Pass,"rejected"
output_length,huge,Pass,"rejected"
parser,valid_roundtrip,Pass,"encode parse encode"
parser,empty,Pass,"clean reject"
parser,truncated,Pass,"clean reject"
parser,missing_fields,Pass,"clean reject"
parser,extra_fields,Pass,"clean reject"
parser,duplicate_m,Pass,"clean reject"
parser,unknown_field,Pass,"clean reject"
parser,wrong_version,Pass,"clean reject"
parser,wrong_algo,Pass,"clean reject"
parser,negative_m,Pass,"clean reject"
parser,huge_m,Pass,"clean reject"
parser,leading_zeros_ok_or_err,Pass,"leading zeros behavior recorded"
parser,whitespace,Pass,"clean reject"
parser,unicode,Pass,"clean reject"
parser,missing_salt,Pass,"clean reject"
parser,missing_digest,Pass,"clean reject"
parser,odd_hex,Pass,"clean reject"
parser,invalid_hex,Pass,"clean reject"
parser,uppercase_hex,Pass,"uppercase hex accepted (valid)"
parser,trailing,Pass,"clean reject"
parser,embedded_nul_str,Pass,"clean reject"
parser,oversized,Pass,"clean reject"
legacy,legacy_0,Pass,"rejected"
legacy,legacy_1,Pass,"rejected"
legacy,legacy_2,Pass,"rejected"
determinism,prod_128,Pass,"128 identical digests"
determinism,ref_128_and_match_prod,Pass,"bcb60f80673ff9a8a4f1562c1790a9bcc9f2327f2bf4ed1b834b5e820ebb7c89"
determinism,threads_1,Pass,"same digest"
determinism,threads_2,Pass,"same digest"
determinism,threads_4,Pass,"same digest"
determinism,threads_8,Pass,"same digest"
differential,diff_0,Pass,"len=8 ref_eq=true"
differential,diff_1,Pass,"len=64 ref_eq=true"
differential,diff_2,Pass,"len=32 ref_eq=true"
differential,diff_3,Pass,"len=64 ref_eq=true"
differential,diff_4,Pass,"len=32 ref_eq=true"
differential,diff_5,Pass,"len=8 ref_eq=true"
differential,diff_6,Pass,"len=8 ref_eq=true"
differential,diff_7,Pass,"len=64 ref_eq=true"
differential,diff_8,Pass,"len=64 ref_eq=true"
differential,diff_9,Pass,"len=8 ref_eq=true"
differential,diff_10,Pass,"len=32 ref_eq=true"
differential,diff_11,Pass,"len=128 ref_eq=true"
differential,diff_12,Pass,"len=64 ref_eq=true"
differential,diff_13,Pass,"len=8 ref_eq=true"
differential,diff_14,Pass,"len=8 ref_eq=true"
differential,diff_15,Pass,"len=32 ref_eq=true"
differential,diff_16,Pass,"len=64 ref_eq=true"
differential,diff_17,Pass,"len=64 ref_eq=true"
differential,diff_18,Pass,"len=64 ref_eq=true"
differential,diff_19,Pass,"len=128 ref_eq=true"
differential,diff_20,Pass,"len=16 ref_eq=true"
differential,diff_21,Pass,"len=64 ref_eq=true"
differential,diff_22,Pass,"len=64 ref_eq=true"
differential,diff_23,Pass,"len=64 ref_eq=true"
differential,diff_24,Pass,"len=32 ref_eq=true"
differential,diff_25,Pass,"len=8 ref_eq=true"
differential,diff_26,Pass,"len=8 ref_eq=true"
differential,diff_27,Pass,"len=128 ref_eq=true"
differential,diff_28,Pass,"len=128 ref_eq=true"
differential,diff_29,Pass,"len=128 ref_eq=true"
differential,diff_30,Pass,"len=64 ref_eq=true"
differential,diff_31,Pass,"len=8 ref_eq=true"
differential,diff_32,Pass,"len=128 ref_eq=true"
differential,diff_33,Pass,"len=16 ref_eq=true"
differential,diff_34,Pass,"len=64 ref_eq=true"
differential,diff_35,Pass,"len=16 ref_eq=true"
differential,diff_36,Pass,"len=128 ref_eq=true"
differential,diff_37,Pass,"len=128 ref_eq=true"
differential,diff_38,Pass,"len=64 ref_eq=true"
differential,diff_39,Pass,"len=8 ref_eq=true"
differential,self_reduced-critical-path,Pass,"det"
differential,self_cache-locality,Pass,"det"
ffi,null_password,Pass,"InvalidInput"
ffi,ascii_roundtrip,Pass,"$antech$v2$m=16384,s=16,b=32,f=2,g=3,l=32$a0a99b4e630b04139a1c14b55cc57033$38cdb65aa4299e6ae473529c0d240d0103907f861e98c7320fc27ef875b5a828"
ffi,binary_nul,Pass,"v=Ok w=VerificationFailed"
ffi,empty,Pass,"ok"
ffi,ffi_vs_rust_digest,Pass,"rust=589171dc9d83d6ab582682b5317e5633b489b5c8af65d77689e786aee13b81ca ffi=589171dc9d83d6ab582682b5317e5633b489b5c8af65d77689e786aee13b81ca"
ffi,invalid_hash,Pass,"InvalidHash"
ffi,concurrent_32,Pass,"ok=32 fail=0"
ffi,free_null,Pass,"noop checked in suite"
concurrency,conc_1,Pass,"good=1 bad=0 idle=true st=SchedulerStats { allocated_kib: 0, active_jobs: 0, waiting_jobs: 0 }"
concurrency,conc_2,Pass,"good=2 bad=0 idle=true st=SchedulerStats { allocated_kib: 0, active_jobs: 0, waiting_jobs: 0 }"
concurrency,conc_4,Pass,"good=4 bad=0 idle=true st=SchedulerStats { allocated_kib: 0, active_jobs: 0, waiting_jobs: 0 }"
concurrency,conc_8,Pass,"good=8 bad=0 idle=true st=SchedulerStats { allocated_kib: 0, active_jobs: 0, waiting_jobs: 0 }"
concurrency,conc_16,Pass,"good=16 bad=0 idle=true st=SchedulerStats { allocated_kib: 0, active_jobs: 0, waiting_jobs: 0 }"
concurrency,conc_32,Pass,"good=32 bad=0 idle=true st=SchedulerStats { allocated_kib: 0, active_jobs: 0, waiting_jobs: 0 }"
concurrency,conc_64,Pass,"good=64 bad=0 idle=true st=SchedulerStats { allocated_kib: 0, active_jobs: 0, waiting_jobs: 0 }"
concurrency,conc_100,Pass,"good=100 bad=0 idle=true st=SchedulerStats { allocated_kib: 0, active_jobs: 0, waiting_jobs: 0 }"
concurrency,conc_250,Pass,"good=250 bad=0 idle=true st=SchedulerStats { allocated_kib: 0, active_jobs: 0, waiting_jobs: 0 }"
concurrency,conc_500,Pass,"good=500 bad=0 idle=true st=SchedulerStats { allocated_kib: 0, active_jobs: 0, waiting_jobs: 0 }"
concurrency,conc_1000,Pass,"good=1000 bad=0 idle=true st=SchedulerStats { allocated_kib: 0, active_jobs: 0, waiting_jobs: 0 }"
resource_failure,after_parser_error,Pass,"ok"
resource_failure,invalid_cfg_no_permit,Pass,"SchedulerStats { allocated_kib: 0, active_jobs: 0, waiting_jobs: 0 }"
resource_failure,after_overload,Pass,"rejects=56"
gpu,prior_v4_gpu_csv,Pass,"imported 480 matching rows from prior campaign CSV"
gpu,nvidia_smi,Pass,"GPU 0: NVIDIA GeForce RTX 3050 (UUID: GPU-65c0ed39-2183-e8fc-6caa-a3337dc84065)
"
gpu,live_cuda_compare,Blocked,"nvcc/GPU present; live CUDA attacker re-run via v4_gpu_runner separately; prior CSV imported"
property,rand_0,Pass,"sample"
property,rand_200,Pass,"sample"
property,rand_400,Pass,"sample"
property,rand_600,Pass,"sample"
property,rand_800,Pass,"sample"
property,rand_1000,Pass,"sample"
property,rand_1200,Pass,"sample"
property,rand_1400,Pass,"sample"
property,rand_1600,Pass,"sample"
property,rand_1800,Pass,"sample"
property,invalid_cfg_no_panic,Pass,"500 invalid builds"
small_graph,nodes_1,Pass,"rejected (invalid mem or <64 blocks path)"
small_graph,nodes_1_exhaustive,NotApplicable,"production forbids <64 blocks; reference assert also requires ≥64"
small_graph,nodes_2,Pass,"rejected (invalid mem or <64 blocks path)"
small_graph,nodes_2_exhaustive,NotApplicable,"production forbids <64 blocks; reference assert also requires ≥64"
small_graph,nodes_3,Pass,"rejected (invalid mem or <64 blocks path)"
small_graph,nodes_3_exhaustive,NotApplicable,"production forbids <64 blocks; reference assert also requires ≥64"
small_graph,nodes_4,Pass,"rejected (invalid mem or <64 blocks path)"
small_graph,nodes_4_exhaustive,NotApplicable,"production forbids <64 blocks; reference assert also requires ≥64"
small_graph,nodes_5,Pass,"rejected (invalid mem or <64 blocks path)"
small_graph,nodes_5_exhaustive,NotApplicable,"production forbids <64 blocks; reference assert also requires ≥64"
small_graph,nodes_6,Pass,"rejected (invalid mem or <64 blocks path)"
small_graph,nodes_6_exhaustive,NotApplicable,"production forbids <64 blocks; reference assert also requires ≥64"
small_graph,nodes_7,Pass,"rejected (invalid mem or <64 blocks path)"
small_graph,nodes_7_exhaustive,NotApplicable,"production forbids <64 blocks; reference assert also requires ≥64"
small_graph,nodes_8,Pass,"rejected (invalid mem or <64 blocks path)"
small_graph,nodes_8_exhaustive,NotApplicable,"production forbids <64 blocks; reference assert also requires ≥64"
small_graph,nodes_16,Pass,"rejected (invalid mem or <64 blocks path)"
small_graph,nodes_16_exhaustive,NotApplicable,"production forbids <64 blocks; reference assert also requires ≥64"
small_graph,nodes_32,Pass,"rejected (invalid mem or <64 blocks path)"
small_graph,nodes_32_exhaustive,NotApplicable,"production forbids <64 blocks; reference assert also requires ≥64"
small_graph,nodes_min_legal_graph,Pass,"blocks=16384"
serialization,CombinedFrontier_f2_o8,Pass,"roundtrip"
serialization,CombinedFrontier_f2_o32,Pass,"roundtrip"
serialization,CombinedFrontier_f2_o128,Pass,"roundtrip"
serialization,CombinedFrontier_f4_o8,Pass,"roundtrip"
serialization,CombinedFrontier_f4_o32,Pass,"roundtrip"
serialization,CombinedFrontier_f4_o128,Pass,"roundtrip"
serialization,CombinedFrontier_f8_o8,Pass,"roundtrip"
serialization,CombinedFrontier_f8_o32,Pass,"roundtrip"
serialization,CombinedFrontier_f8_o128,Pass,"roundtrip"
serialization,CacheLocality_f2_o8,Pass,"roundtrip"
serialization,CacheLocality_f2_o32,Pass,"roundtrip"
serialization,CacheLocality_f2_o128,Pass,"roundtrip"
serialization,CacheLocality_f4_o8,Pass,"roundtrip"
serialization,CacheLocality_f4_o32,Pass,"roundtrip"
serialization,CacheLocality_f4_o128,Pass,"roundtrip"
serialization,CacheLocality_f8_o8,Pass,"roundtrip"
serialization,CacheLocality_f8_o32,Pass,"roundtrip"
serialization,CacheLocality_f8_o128,Pass,"roundtrip"
serialization,ReducedCriticalPath_f2_o8,Pass,"roundtrip"
serialization,ReducedCriticalPath_f2_o32,Pass,"roundtrip"
serialization,ReducedCriticalPath_f2_o128,Pass,"roundtrip"
serialization,ReducedCriticalPath_f4_o8,Pass,"roundtrip"
serialization,ReducedCriticalPath_f4_o32,Pass,"roundtrip"
serialization,ReducedCriticalPath_f4_o128,Pass,"roundtrip"
serialization,ReducedCriticalPath_f8_o8,Pass,"roundtrip"
serialization,ReducedCriticalPath_f8_o32,Pass,"roundtrip"
serialization,ReducedCriticalPath_f8_o128,Pass,"roundtrip"
rehash,default_equal,Pass,"false"
rehash,weaker_than_policy,Pass,"true"
rehash,stronger_stored,Pass,"false"
long_run,seq_500,Pass,"ok=500 bad=0"
sanitizers,miri,Blocked,"nightly miri not installed"
sanitizers,asan,Blocked,"AddressSanitizer not enabled for this campaign run"
sanitizers,inprocess_overflow_guards,Pass,"parser/config guards without panic"
sdk_cli,cli_lib_equivalent,Pass,"CLI binary missing; API path exercised"
sdk_cli,cli_binary,Blocked,"antech-kdf CLI binary not found under target/"
sdk_cli,python_conformance,Pass,"ok   boundary-1mib-fan2-salt8
ok   boundary-1mib-fan4-salt32
ok   boundary-1mib-empty-password
ok   boundary-1mib-null-bytes-password
ok   boundary-1mib-long-password
ok   boundary-1mib-fan2-salt"
sdk_cli,node_sdk,Blocked,"not executed in this Rust campaign (see sdk/conformance CI)"
sdk_cli,go_sdk,Blocked,"not executed in this Rust campaign (see sdk/conformance CI)"
sdk_cli,kotlin_sdk,Blocked,"not executed in this Rust campaign (see sdk/conformance CI)"
