suite,case_id,status,detail
hash_verify,kat_2_boundary-1mib-empty-password,Pass,"digest_match=true verify=true"
hash_verify,kat_3_boundary-1mib-null-bytes-password,Pass,"digest_match=true verify=true"
hash_verify,kat_4_boundary-1mib-long-password,Pass,"digest_match=true verify=true"
hash_verify,kat_5_boundary-1mib-fan2-salt32,Pass,"digest_match=true verify=true"
hash_verify,kat_6_boundary-1mib-fan4-salt8,Pass,"digest_match=true verify=true"
hash_verify,kat_7_small-1mib-intermediates-a,Pass,"digest_match=true verify=true"
hash_verify,kat_8_small-1mib-intermediates-b,Pass,"digest_match=true verify=true"
hash_verify,kat_9_default-16mib-pwd1,Pass,"digest_match=true verify=true"
hash_verify,kat_10_default-16mib-pwd2,Pass,"digest_match=true verify=true"
hash_verify,kat_11_default-16mib-pwd3,Pass,"digest_match=true verify=true"
